Date,Price,Url,Description
24/5,1.495.000 kr.,http://www.dba.dk/9600-8-193-1100-1903/id-93628764/,"9600 8, 193, 1100, 1903, Østermarken 43, 6770, 5580, 75000, Villa"
24/5,1.273.000 kr.,http://www.dba.dk/6040-5-205-800-1971/id-91677582/,"6040 5, 205, 800, 1971, Kløvervænget 4, 5763, 4864, 65000, Villa"
24/5,1.350.000 kr.,http://www.dba.dk/9460-4-153-1065-1979-ole/id-94973405/,"9460 4, 153, 1065, 1979, Ole Langes Vej 50, 6096, 5062, 70000, Villa"
24/5,295.000 kr.,http://www.dba.dk/7760-579-bredgade-75/id-90652105/,"7760 579, Bredgade 75, Helårsgrund, 1576, 1239, 25000"
24/5,1.645.000 kr.,http://www.dba.dk/7323-6-169-1821-1967/id-100831031/,"7323 6, 169, 1821, 1967, Gyvelvej 8, 7460, 6298, 85000, Villa"
24/5,2.995.000 kr.,http://www.dba.dk/8600-5-216-1384-1980/id-93383089/,"8600 5, 216, 1384, 1980, Havretoften 4, 13528, 11248, 150000, Villa"
24/5,350.000 kr.,http://www.dba.dk/6900-4-155-735-1907/id-94973275/,"6900 4, 155, 735, 1907, Kirkebyvej 81, 1604, 1337, 25000, Villa"
24/5,1.665.000 kr.,http://www.dba.dk/8600-5-150-552-1950/id-93383072/,"8600 5, 150, 552, 1950, Høgdalvej 3, 7540, 6268, 85000, Villa"
24/5,1.395.000 kr.,http://www.dba.dk/7560-5-143-700-1973/id-90685093/,"7560 5, 143, 700, 1973, Lindevænget 10, 6276, 5244, 70000, Villa"
24/5,1.395.000 kr.,http://www.dba.dk/5600-5-175-1529-1995/id-92798446/,"5600 5, 175, 1529, 1995, Grønderupvej 9, 6297, 5227, 70000, Villa"
24/5,795.000 kr.,http://www.dba.dk/9870-3-110-703-1969/id-93628725/,"9870 3, 110, 703, 1969, Irisvej 12, 3691, 3063, 40000, Villa"
24/5,95.000 kr.,http://www.dba.dk/7323-900-skovparken-55/id-90706606/,"7323 900, Skovparken 55, Helårsgrund, 431, 353, 25000"
24/5,3.798.000 kr.,http://www.dba.dk/9000-5-134-655-1912/id-100826486/,"9000 5, 134, 655, 1912, Thorvaldsensvej 6, 17162, 14279, 190000, Villa"
24/5,2.145.000 kr.,http://www.dba.dk/8800-5-185-900-1973/id-100826252/,"8800 5, 185, 900, 1973, Amtmandshøjen 27, 9825, 8191, 110000, Villa"
24/5,1.195.000 kr.,http://www.dba.dk/9310-3-109-816-1976/id-100825399/,"9310 3, 109, 816, 1976, Nøddevej 33, bt. kr, nt. kr, ub. kr, Villa"
24/5,1.345.000 kr.,http://www.dba.dk/9310-3-80-700-1953/id-100825175/,"9310 3, 80, 700, 1953, Vodskovvej 66, 6283, 4963, 70000, Villa"
24/5,7.995.000 kr.,http://www.dba.dk/2950-6-200-1000-1996/id-100824823/,"2950 6, 200, 1000, 1996, Rønnebærtoften 5, 36220, 30855, 400000, Villa"
24/5,2.500.000 kr.,http://www.dba.dk/9300-landejendom-m2-246096/id-100824679/,"9300 Landejendom, m2, 246096, byggeår:, Albækskovvej 26, bt. kr, nt. kr, 2500000"
24/5,3.595.000 kr.,http://www.dba.dk/8700-6-170-1076-2006/id-100824444/,"8700 6, 170, 1076, 2006, Risengård 22, 16303, 13593, 180000, Villa"
24/5,3.145.000 kr.,http://www.dba.dk/8740-landejendom-5-184/id-93718089/,"8740 Landejendom, 5, 184, 80614, 1968, Hedelundvej 40, 14120, 11770, 160000"
24/5,1.495.000 kr.,http://www.dba.dk/7900-6-177-1509-1912/id-100823942/,"7900 6, 177, 1509, 1912, Frueled 28, 6820, 5647, 75000, Villa"
24/5,1.895.000 kr.,http://www.dba.dk/4800-5-149-1006-2014/id-93383001/,"4800 5, 149, 1006, 2014, Egehegnet 8, 8581, 7082, 95000, Villa"
24/5,4.695.000 kr.,http://www.dba.dk/4300-6-191-948-1890/id-100823834/,"4300 6, 191, 948, 1890, Kalundborgvej 55, 21308, 17773, 235000, Villa"
24/5,399.000 kr.,http://www.dba.dk/4990-4-78-293-1943-saxes/id-100823757/,"4990 4, 78, 293, 1943, Saxes Alle 11, 1822, 1511, 25000, Villa"
24/5,2.245.000 kr.,http://www.dba.dk/7130-5-150-1018-1997/id-100823750/,"7130 5, 150, 1018, 1997, Kejsdalen 64, 10140, 8436, 115000, Villa"
24/5,1.195.000 kr.,http://www.dba.dk/8800-6-173-825-1965/id-100823749/,"8800 6, 173, 825, 1965, Arildsvej 47, 5459, 4550, 60000, Villa"
24/5,2.600.000 kr.,http://www.dba.dk/4930-6-175-1474-1990/id-100414232/,"4930 6, 175, 1474, 1990, Pilevænget 44, 11750, 9646, 130000, Villa"
24/5,795.000 kr.,http://www.dba.dk/4200-ejerlejlighed-2-53/id-100823738/,"4200 Ejerlejlighed, 2, 53, Pilagervej 54, 1991, 3679, 3085, 40000"
24/5,2.195.000 kr.,http://www.dba.dk/8400-6-188-1301-2007/id-100823736/,"8400 6, 188, 1301, 2007, Vegavej 22, 9997, 8316, 110000, Villa"
24/5,795.000 kr.,http://www.dba.dk/7673-5-120-1170-1941/id-90705600/,"7673 5, 120, 1170, 1941, Kirkegade 14, 3658, 3038, 40000, Villa"
24/5,2.795.000 kr.,http://www.dba.dk/8600-4-147-1200-1957/id-100414230/,"8600 4, 147, 1200, 1957, Tyttebærvej 8, 12720, 10578, 140000, Villa"
24/5,3.150.000 kr.,http://www.dba.dk/8382-6-205-991-1972/id-101236556/,"8382 6, 205, 991, 1972, Rensdyrvej 10, 14410, 12008, 160000, Villa"
24/5,2.150.000 kr.,http://www.dba.dk/5210-6-154-666-1961/id-100823732/,"5210 6, 154, 666, 1961, Lupinvej 11, 9688, 8146, 110000, Villa"
24/5,1.795.000 kr.,http://www.dba.dk/4400-7-163-788-1966/id-93520951/,"4400 7, 163, 788, 1966, Syrenbakken 14, 8181, 6822, 90000, Villa"
24/5,2.495.000 kr.,http://www.dba.dk/5210-6-174-744-1969/id-100414228/,"5210 6, 174, 744, 1969, Musvågevej 34, 11335, 9511, 125000, Villa"
24/5,1.695.000 kr.,http://www.dba.dk/5462-5-146-920-1971-engvej/id-100823727/,"5462 5, 146, 920, 1971, Engvej 11, 7639, 6323, 85000, Villa"
24/5,395.000 kr.,http://www.dba.dk/4920-4-189-1541-1875/id-93213819/,"4920 4, 189, 1541, 1875, Stibankevejen 13, 1831, 1502, 25000, Villa"
24/5,3.295.000 kr.,http://www.dba.dk/2670-5-170-726-1966/id-101236543/,"2670 5, 170, 726, 1966, Hedager 42, 14973, 12613, 165000, Villa"
24/5,295.000 kr.,http://www.dba.dk/6541-6-120-1704-1907/id-100823726/,"6541 6, 120, 1704, 1907, Tirslundvej 12, 1345, 1123, 25000, Villa"
24/5,845.000 kr.,http://www.dba.dk/4672-10000-smedevaenget/id-90674065/,"4672 10000, Smedevænget, Helårsgrund, 4401, 3513, 45000"
24/5,1.125.000 kr.,http://www.dba.dk/4400-5-160-910-1960-gl/id-101236539/,"4400 5, 160, 910, 1960, Gl Rørbyvej 18, 5109, 4260, 60000, Villa"
24/5,3.250.000 kr.,http://www.dba.dk/8641-9-300-3519-1877/id-93105092/,"8641 9, 300, 3519, 1877, Høngevej 41, 15006, 12455, 165000, Villa"
24/5,8.850.000 kr.,http://www.dba.dk/3400-landejendom-8-220/id-101236536/,"3400 Landejendom, 8, 220, 118883, 1905, Torsholmsalle 6, bt. kr, nt. kr, ub. kr"
24/5,1.995.000 kr.,http://www.dba.dk/5000-4-148-768-1927/id-100823715/,"5000 4, 148, 768, 1927, Glentevej 24, 9157, 7684, 100000, Villa"
24/5,1.375.000 kr.,http://www.dba.dk/6520-5-176-2625-1977/id-100823714/,"6520 5, 176, 2625, 1977, Østergade 47, 6285, 5224, 70000, Villa"
24/5,1.295.000 kr.,http://www.dba.dk/5560-4-99-402-1877/id-101236437/,"5560 4, 99, 402, 1877, Bredgade 57, 5971, 4960, 65000, Villa"
24/5,2.995.000 kr.,http://www.dba.dk/8450-6-193-957-2006/id-101236415/,"8450 6, 193, 957, 2006, Harevænget 13, 13596, 11286, 150000, Villa"
24/5,2.750.000 kr.,http://www.dba.dk/2650-3-78-644-1957/id-101236406/,"2650 3, 78, 644, 1957, Ketilstorp Alle 76, 12582, 10520, 140000, Villa"
24/5,1.450.000 kr.,http://www.dba.dk/5500-5-120-292-1899/id-101236414/,"5500 5, 120, 292, 1899, Odensevej 54, 6602, 5477, 75000, Villa"
24/5,1.795.000 kr.,http://www.dba.dk/7250-landejendom-6-208/id-101236412/,"7250 Landejendom, 6, 208, 27051, 1915, Frodeslundvej 74, 8182, 6820, 90000"
24/5,575.000 kr.,http://www.dba.dk/5400-4-149-1713-1930/id-100823713/,"5400 4, 149, 1713, 1930, Halsvej 1, 2629, 2182, 30000, Villa"
24/5,1.875.000 kr.,http://www.dba.dk/8722-5-128-705-1988/id-100823712/,"8722 5, 128, 705, 1988, Olinesmindevej 23, 8618, 7171, 95000, Villa"
24/5,1.395.000 kr.,http://www.dba.dk/8722-5-144-1004-1962/id-100823711/,"8722 5, 144, 1004, 1962, Hedebogade 19, 6297, 5267, 70000, Villa"
24/5,795.000 kr.,http://www.dba.dk/6440-4-120-796-1965/id-100823709/,"6440 4, 120, 796, 1965, Vestergade 17, 3645, 3023, 40000, Villa"
24/5,1.298.000 kr.,http://www.dba.dk/6740-3-110-663-1974/id-100823705/,"6740 3, 110, 663, 1974, Gabelsvej 11, 5846, 4887, 65000, Villa"
24/5,395.000 kr.,http://www.dba.dk/7620-3-88-1447-1962/id-92283091/,"7620 3, 88, 1447, 1962, Thyborønvej 42, 1828, 1518, 25000, Villa"
24/5,2.395.000 kr.,http://www.dba.dk/8881-landejendom-5-145/id-100823702/,"8881 Landejendom, 5, 145, 66190, 1931, Tingvej 40, 10883, 9033, 120000"
24/5,3.600.000 kr.,http://www.dba.dk/4736-ejerlejlighed-4-184/id-100823699/,"4736 Ejerlejlighed, 4, 184, Karrebækvej 995 A, 1864, 16357, 13708, 180000"
24/5,4.000.000 kr.,http://www.dba.dk/9300-6-200-1364-1920/id-93213793/,"9300 6, 200, 1364, 1920, Algade 10, 18304, 15196, 200000, Villa"
24/5,1.980.000 kr.,http://www.dba.dk/8660-3-107-1107-1890/id-100823693/,"8660 3, 107, 1107, 1890, Århusvej 32, 9057, 7526, 100000, Villa"
24/5,995.000 kr.,http://www.dba.dk/8500-3-98-1362-1936/id-100823686/,"8500 3, 98, 1362, 1936, Århusvej 68, 4486, 3744, 50000, Villa"
24/5,2.395.000 kr.,http://www.dba.dk/4000-raekkehus-4-102-221/id-100414222/,"4000 Rækkehus, 4, 102, 221, 1958, Københavnsvej 96B, 10981, 9192, 120000"
24/5,1.175.000 kr.,http://www.dba.dk/5642-6-177-10501-1827/id-100823683/,"5642 6, 177, 10501, 1827, Østerbyvej 27, 5366, 4438, 60000, Villa"
24/5,5.995.000 kr.,http://www.dba.dk/2840-4-150-1000-1979/id-100823681/,"2840 4, 150, 1000, 1979, Hestefolden 12, 27032, 23024, 300000, Villa"
24/5,6.298.000 kr.,http://www.dba.dk/8240-6-186-731-1964/id-100823680/,"8240 6, 186, 731, 1964, Liljevej 6, 28495, 23921, 315000, Villa"
24/5,1.050.000 kr.,http://www.dba.dk/9900-3-158-709-1976-niels/id-100823678/,"9900 3, 158, 709, 1976, Niels Hjørnes Vej 5, 4837, 4014, 55000, Villa"
24/5,1.495.000 kr.,http://www.dba.dk/4640-6-148-1173-1976/id-101236400/,"4640 6, 148, 1173, 1976, Sandagervej 29, 6880, 5711, 75000, Villa"
24/5,995.000 kr.,http://www.dba.dk/9631-4-137-832-1946/id-101236392/,"9631 4, 137, 832, 1946, Østergade 64, 4560, 3743, 50000, Villa"
24/5,1.345.000 kr.,http://www.dba.dk/9830-4-152-796-1971/id-101236390/,"9830 4, 152, 796, 1971, Tårnvej 16, 6184, 5137, 70000, Villa"
24/5,935.000 kr.,http://www.dba.dk/6771-4-135-1597-1973/id-91677440/,"6771 4, 135, 1597, 1973, Vilslevvej 60, 4313, 3584, 50000, Villa"
24/5,2.998.000 kr.,http://www.dba.dk/8464-4-171-1712-1967/id-100823640/,"8464 4, 171, 1712, 1967, Voldbyvej 11, 13541, 11365, 150000, Villa"
24/5,1.195.000 kr.,http://www.dba.dk/6900-6-160-199-1900/id-100823620/,"6900 6, 160, 199, 1900, Bredgade 100A, 5413, 4537, 60000, Villa"
24/5,2.995.000 kr.,http://www.dba.dk/6920-landejendom-5-150/id-101236385/,"6920 Landejendom, 5, 150, 172240, 1970, Videbækvej 62, bt. kr, nt. kr, ub. kr"
24/5,695.000 kr.,http://www.dba.dk/6200-8-280-1300-1902-gml/id-97496207/,"6200 8, 280, 1300, 1902, Gml Bygade 3, 3236, 2696, 35000, Villa"
24/5,425.000 kr.,http://www.dba.dk/6900-1121-gl-ringkoebingvej/id-90685050/,"6900 1121, Gl. Ringkøbingvej 17, Helårsgrund, 2240, 1794, 25000"
24/5,525.000 kr.,http://www.dba.dk/4800-935-egehegnet-41/id-101236384/,"4800 935, Egehegnet 41, Helårsgrund, 2814, 2205, 30000"
24/5,1.995.000 kr.,http://www.dba.dk/8300-5-160-9522-1916/id-97496206/,"8300 5, 160, 9522, 1916, Horsensvej 228, 9033, 7529, 100000, Villa"
24/5,2.398.000 kr.,http://www.dba.dk/6700-6-137-614-1957/id-101236379/,"6700 6, 137, 614, 1957, Højtoftevej 27, 10948, 9107, 120000, Villa"
24/5,465.000 kr.,http://www.dba.dk/6200-792-gramsloekke-7/id-93382883/,"6200 792, Gramsløkke 7, Helårsgrund, 2501, 1975, 25000"
24/5,2.975.000 kr.,http://www.dba.dk/4760-5-202-1138-1966/id-100823605/,"4760 5, 202, 1138, 1966, Wesselsvej 18, 13645, 11351, 150000, Villa"
24/5,1.295.000 kr.,http://www.dba.dk/4571-5-165-755-1980/id-101236374/,"4571 5, 165, 755, 1980, Egebovej 5, 5969, 4940, 65000, Villa"
24/5,3.285.000 kr.,http://www.dba.dk/7500-7-235-3795-2011/id-101236373/,"7500 7, 235, 3795, 2011, Kofeltvej 6, 15015, 12539, 165000, Villa"
24/5,9.675.000 kr.,http://www.dba.dk/2100-ejerlejlighed-7-267/id-100823602/,"2100 Ejerlejlighed, 7, 267, Østerbrogade 96, 2, 1899, 43352, 36528, 485000"
24/5,3.098.000 kr.,http://www.dba.dk/4040-5-170-803-1993/id-101236364/,"4040 5, 170, 803, 1993, Birkevej 5, 14065, 11730, 155000, Villa"
24/5,299.000 kr.,http://www.dba.dk/4941-4-111-658-1935/id-91677430/,"4941 4, 111, 658, 1935, Birketvej 144, 1370, 1129, 25000, Villa"
24/5,3.495.000 kr.,http://www.dba.dk/2860-4-97-580-1954/id-100823569/,"2860 4, 97, 580, 1954, Fremtidsvej 39, 15796, 13315, 175000, Villa"
24/5,2.675.000 kr.,http://www.dba.dk/2860-ejerlejlighed-3-90/id-100823563/,"2860 Ejerlejlighed, 3, 90, Gladsaxevej 129, 1936, 12164, 10298, 135000"
24/5,695.000 kr.,http://www.dba.dk/6310-5-146-803-1937/id-91677426/,"6310 5, 146, 803, 1937, Nederballe 5, 3196, 2651, 35000, Villa"
24/5,895.000 kr.,http://www.dba.dk/7100-4-110-2490-1964/id-100823556/,"7100 4, 110, 2490, 1964, Jennumvej 165, 4129, 3484, 45000, Villa"
24/5,955.000 kr.,http://www.dba.dk/4330-965-kjaergaards-vaenge-33/id-100823549/,"4330 965, Kjærgårds Vænge 33, Helårsgrund, 5091, 4035, 50000"
24/5,395.000 kr.,http://www.dba.dk/6900-1075-gl-ringkoebingvej/id-90685031/,"6900 1075, Gl. Ringkøbingvej 25, Helårsgrund, 2077, 1663, 25000"
24/5,2.195.000 kr.,http://www.dba.dk/8830-7-250-5606-2007/id-93213736/,"8830 7, 250, 5606, 2007, Tinghøjvej 24, 9948, 8280, 110000, Villa"
24/5,685.000 kr.,http://www.dba.dk/7500-4-145-700-1970/id-101236339/,"7500 4, 145, 700, 1970, Bisgårdvej 13, 3182, 2654, 35000, Villa"
24/5,925.000 kr.,http://www.dba.dk/7700-ejerlejlighed-3-90/id-100823548/,"7700 Ejerlejlighed, 3, 90, Dragsbæk Fjordvej 1B, 1965, 4223, 3502, 50000"
24/5,2.650.000 kr.,http://www.dba.dk/7000-6-165-522-1938/id-100823546/,"7000 6, 165, 522, 1938, Gefionsvej 17, 12106, 10110, 135000, Villa"
24/5,795.000 kr.,http://www.dba.dk/5800-4-121-768-1908/id-101236334/,"5800 4, 121, 768, 1908, Kertemindevej 26, 3643, 3002, 40000, Villa"
24/5,250.000 kr.,http://www.dba.dk/4500-701-nyledsbakken-3/id-101236321/,"4500 701, Nyledsbakken 3, Helårsgrund, 1304, 1021, 25000"
24/5,3.898.000 kr.,http://www.dba.dk/4600-6-175-1184-2007/id-101236325/,"4600 6, 175, 1184, 2007, Ørum-Hansen Vej 4, 17754, 14838, 195000, Villa"
24/5,250.000 kr.,http://www.dba.dk/4500-629-nyledsbakken-1/id-101236319/,"4500 629, Nyledsbakken 1, Helårsgrund, 1304, 1021, 25000"
24/5,6.650.000 kr.,http://www.dba.dk/2791-6-143-850-1921/id-101236314/,"2791 6, 143, 850, 1921, Hollændervej 8, 29486, 24842, 335000, Villa"
24/5,1.025.000 kr.,http://www.dba.dk/8960-4-89-800-1964-drost/id-101236311/,"8960 4, 89, 800, 1964, Drost Peders Vej 11, 4603, 3847, 55000, Villa"
24/5,3.998.000 kr.,http://www.dba.dk/2000-ejerlejlighed-4-97/id-101236313/,"2000 Ejerlejlighed, 4, 97, Bernhard Bangs Alle 22, 3TH, 1929, 18187, 15465, 200000"
24/5,1.595.000 kr.,http://www.dba.dk/7442-6-204-698-1926/id-101236310/,"7442 6, 204, 698, 1926, Fundervej 74, 7190, 6014, 80000, Villa"
24/5,2.495.000 kr.,http://www.dba.dk/2670-4-89-747-1965-aaroejel/id-100823540/,"2670 4, 89, 747, 1965, Årøjel 22, 11318, 9533, 125000, Villa"
24/5,1.175.000 kr.,http://www.dba.dk/7000-4-120-800-1963/id-100823537/,"7000 4, 120, 800, 1963, Vidtskuevej 24, 5369, 4465, 60000, Villa"
24/5,1.495.000 kr.,http://www.dba.dk/5500-4-100-2051-1977/id-100823533/,"5500 4, 100, 2051, 1977, Sofiendalvej 21, 6827, 5663, 75000, Villa"
24/5,2.395.000 kr.,http://www.dba.dk/7560-landejendom-4-170/id-97496182/,"7560 Landejendom, 4, 170, 52200, 1888, Jegbjergvej 18, 10776, 9008, 120000"
24/5,2.595.000 kr.,http://www.dba.dk/4773-6-195-844-2008/id-90644986/,"4773 6, 195, 844, 2008, Åløkkevej 7, 11776, 9808, 130000, Villa"
24/5,2.495.000 kr.,http://www.dba.dk/6000-5-158-575-1979/id-100823527/,"6000 5, 158, 575, 1979, Frejasvej 71, 11305, 9434, 125000, Villa"
24/5,625.000 kr.,http://www.dba.dk/8930-ejerlejlighed-2-44/id-93717952/,"8930 Ejerlejlighed, 2, 44, Løvenholmvej 6E, 1975, 2875, 2388, 35000"
24/5,1.295.000 kr.,http://www.dba.dk/8870-4-145-620-1920/id-100414197/,"8870 4, 145, 620, 1920, Villavej 56, 5917, 4917, 65000, Villa"
24/5,1.145.000 kr.,http://www.dba.dk/8600-1000-hjortekaeret-13/id-94343621/,"8600 1000, Hjortekæret 13, Helårsgrund, 6050, 4785, 60000"
24/5,585.000 kr.,http://www.dba.dk/9300-4-130-837-1855/id-100414187/,"9300 4, 130, 837, 1855, Ålborgvej 202, 2713, 2240, 30000, Villa"
24/5,1.995.000 kr.,http://www.dba.dk/4990-5-175-1037-2006/id-97496166/,"4990 5, 175, 1037, 2006, Sukkervænget 3, 9079, 7494, 100000, Villa"
24/5,2.395.000 kr.,http://www.dba.dk/8300-4-148-952-1969-gl/id-100823514/,"8300 4, 148, 952, 1969, Gl Krovej 30, 10981, 9189, 120000, Villa"
24/5,250.000 kr.,http://www.dba.dk/4500-703-nyledsbakken-5/id-101236307/,"4500 703, Nyledsbakken 5, Helårsgrund, 1304, 1021, 25000"
24/5,2.595.000 kr.,http://www.dba.dk/4873-6-212-1235-1971/id-94139811/,"4873 6, 212, 1235, 1971, Avnbøgvej 6, 11898, 9860, 130000, Villa"
24/5,1.575.000 kr.,http://www.dba.dk/6300-5-165-947-1956/id-93105006/,"6300 5, 165, 947, 1956, Borggade 8, 7134, 5926, 80000, Villa"
24/5,495.000 kr.,http://www.dba.dk/9870-4-108-885-1968/id-101236300/,"9870 4, 108, 885, 1968, Møllegade 10, 2325, 1928, 25000, Villa"
24/5,3.495.000 kr.,http://www.dba.dk/2800-ejerlejlighed-3-115/id-101236298/,"2800 Ejerlejlighed, 3, 115, Carlshøjvej 5, 1tv, 1931, 15946, 13519, 175000"
24/5,2.245.000 kr.,http://www.dba.dk/6990-4-152-1063-1998/id-101236297/,"6990 4, 152, 1063, 1998, Søparken 11, 10186, 8475, 115000, Villa"
24/5,2.895.000 kr.,http://www.dba.dk/8700-5-172-1070-2007/id-94973041/,"8700 5, 172, 1070, 2007, Brombærhegnet 10, 13079, 10902, 145000, Villa"
24/5,3.500.000 kr.,http://www.dba.dk/9800-6-318-2630-1973/id-93382843/,"9800 6, 318, 2630, 1973, Klonhøjvej 20, 16015, 13308, 175000, Villa"
24/5,1.395.000 kr.,http://www.dba.dk/7500-4-105-551-1925/id-97496082/,"7500 4, 105, 551, 1925, Skivevej 75, 6357, 5287, 70000, Villa"
24/5,2.900.000 kr.,http://www.dba.dk/4736-ejerlejlighed-4-139/id-100823503/,"4736 Ejerlejlighed, 4, 139, Karrebækvej 995 B, 1864, 13189, 11052, 145000"
24/5,1.895.000 kr.,http://www.dba.dk/6630-6-260-11764-1929/id-100414177/,"6630 6, 260, 11764, 1929, Haderslevvej 22, 8624, 7198, 95000, Villa"
24/5,1.195.000 kr.,http://www.dba.dk/7451-4-126-1354-1905/id-101236292/,"7451 4, 126, 1354, 1905, Linnebjergvej 24, 5469, 4584, 60000, Villa"
24/5,1.995.000 kr.,http://www.dba.dk/7100-6-147-1136-1999/id-97496079/,"7100 6, 147, 1136, 1999, Tingbakken 10, 9053, 7530, 100000, Villa"
24/5,795.000 kr.,http://www.dba.dk/4891-5-130-1380-1939/id-93382832/,"4891 5, 130, 1380, 1939, Grænge Skovvej 1, 3692, 3057, 40000, Villa"
24/5,6.195.000 kr.,http://www.dba.dk/1468-ejerlejlighed-3-140/id-101236289/,"1468 Ejerlejlighed, 3, 140, Løngangstræde 21 A, 4tv, 1877, 28028, 23720, 310000"
24/5,945.000 kr.,http://www.dba.dk/6600-5-146-374-1929-vester/id-100823488/,"6600 5, 146, 374, 1929, Vester Alle 12, 4307, 3585, 50000, Villa"
24/5,1.068.000 kr.,http://www.dba.dk/8400-5-116-1071-1986-holme/id-100823486/,"8400 5, 116, 1071, 1986, Holme Bygade 2 E, 4890, 4066, 55000, Villa"
24/5,865.000 kr.,http://www.dba.dk/3782-5-128-874-1850/id-92892527/,"3782 5, 128, 874, 1850, Splitsgårdsvej 45, 3949, 3265, 45000, Villa"
24/5,545.000 kr.,http://www.dba.dk/6240-5-132-281-1840-storeg/id-100823485/,"6240 5, 132, 281, 1840, Storeg 4 Klosterg 20 4, 2518, 2004, 30000, Villa"
24/5,1.295.000 kr.,http://www.dba.dk/4750-8-181-17773-1958/id-101236285/,"4750 8, 181, 17773, 1958, Københavnsvej 554, 5969, 4988, 65000, Villa"
24/5,1.895.000 kr.,http://www.dba.dk/7730-6-234-1100-1917/id-94883022/,"7730 6, 234, 1100, 1917, Baunvej 10, 8585, 7119, 95000, Villa"
24/5,22.000.000 kr.,http://www.dba.dk/2680-11-483-2407-1996/id-101236283/,"2680 11, 483, 2407, 1996, Parkvænget 12, 100154, 84406, 1100000, Villa"
24/5,1.495.000 kr.,http://www.dba.dk/4690-6-153-913-1954/id-100823483/,"4690 6, 153, 913, 1954, Parcelvej 21, 6725, 5593, 75000, Villa"
24/5,850.000 kr.,http://www.dba.dk/8600-5-120-1055-1918-linaa/id-90674148/,"8600 5, 120, 1055, 1918, Linå Bygade 32, 3882, 3226, 45000, Villa"
24/5,2.088.000 kr.,http://www.dba.dk/4773-5-154-844-2007/id-101236282/,"4773 5, 154, 844, 2007, Åløkkevej 5, 9499, 7911, 105000, Villa"
24/5,4.275.000 kr.,http://www.dba.dk/8410-landejendom-8-213/id-93382814/,"8410 Landejendom, 8, 213, 139094, 1888, Randersvej 5, 20476, 16770, 215000"
24/5,2.195.000 kr.,http://www.dba.dk/6683-landejendom-5-200/id-100823475/,"6683 Landejendom, 5, 200, 26502, 1933, Stenderup Knudevej 7, bt. kr, nt. kr, ub. kr"
